DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom complet,Nascut Espanya,Data naixement,Edat,Increment,Salari nuevo
14579601F,Arnau,Martínez,Espanya,Bilbao,13,8,1964,Home,1321,No,Grup A,Arnau Martínez,True,1964-08-13,61,0.05,1387.05
10570045V,Carla,Castells López,Espanya,València,17,10,1966,Dona,1034,No,Grup A,Carla Castells López,True,1966-10-17,59,0.05,1085.7
27743987C,Joan,García Ferrer,Espanya,Madrid,1,6,1975,Home,800,Si,Grup A,Joan García Ferrer,True,1975-06-01,50,0.05,840.0
60786095W,Marc,García,Espanya,Madrid,8,1,1972,Altres,1553,No,Grup A,Marc García,True,1972-01-08,54,0.05,1630.65
90131757Y,Toni,Castells,Espanya,Sevilla,11,5,2004,Home,1353,No,Grup A,Toni Castells,True,2004-05-11,21,0.05,1420.65
95250887Z,Arnau,García,Espanya,Sevilla,10,9,1966,null,1230,No,Grup A,Arnau García,True,1966-09-10,59,0.05,1291.5
13814869T,Joan,Romero Romero,Espanya,Barcelona,3,11,1995,Home,1108,Si,Grup A,Joan Romero Romero,True,1995-11-03,30,0.05,1163.4
87956285P,Clara,García López,Espanya,València,21,1,1983,Dona,1101,Si,Grup A,Clara García López,True,1983-01-21,43,0.05,1156.05
60189754G,Clara,Sánchez,Espanya,Barcelona,3,10,1985,Dona,1431,No,Grup A,Clara Sánchez,True,1985-10-03,40,0.05,1502.55
28369496M,Núria,López,Espanya,Barcelona,28,5,1961,Dona,797,Si,Grup A,Núria López,True,1961-05-28,64,0.05,836.85
58204038A,Olivia,Brown Brown,Regne Unit,Manchester,28,8,1952,Altres,1023,No,Grup A,Olivia Brown Brown,False,1952-08-28,73,0.05,1074.15
14157308N,Eva,Sánchez,Espanya,Sevilla,28,6,1958,Altres,703,No,Grup A,Eva Sánchez,True,1958-06-28,67,0.05,738.15
73829702G,Miguel,Ramírez,Mèxic,Ciutat de Mèxic,26,4,2005,Home,1665,No,Grup A,Miguel Ramírez,False,2005-04-26,20,0.05,1748.25
41366739S,Khadija,El Amrani,Marroc,Casablanca,13,9,1998,Dona,1136,Si,Grup A,Khadija El Amrani,False,1998-09-13,27,0.05,1192.8
83294970L,Jordi,López,Espanya,Sevilla,18,2,1998,Home,879,No,Grup A,Jordi López,True,1998-02-18,27,0.05,922.95
72654945E,Michel,Girard,França,París,12,3,2004,Home,1518,Si,Grup A,Michel Girard,False,2004-03-12,21,0.05,1593.9
67234434Y,Valentina,Torres,Colòmbia,Medellín,12,7,1981,Dona,859,Si,Grup A,Valentina Torres,False,1981-07-12,44,0.05,901.95
93347578D,José,Cruz González,Mèxic,Ciutat de Mèxic,24,10,1983,Home,1430,No,Grup A,José Cruz González,False,1983-10-24,42,0.05,1501.5
64708400Q,Eva,García,Espanya,Barcelona,27,10,1960,Dona,724,Si,Grup A,Eva García,True,1960-10-27,65,0.05,760.2
94224511S,Camila,Cruz Cruz,Mèxic,Ciutat de Mèxic,19,7,1954,Dona,1292,Si,Grup A,Camila Cruz Cruz,False,1954-07-19,71,0.05,1356.6000000000001
64443494X,Marc,García Romero,Espanya,Bilbao,25,1,2004,Home,1086,No,Grup A,Marc García Romero,True,2004-01-25,22,0.05,1140.3
54172956P,Anna,Ferrer Castells,Espanya,Bilbao,1,9,1953,Dona,1162,No,Grup A,Anna Ferrer Castells,True,1953-09-01,72,0.05,1220.1000000000001
23397473D,Anna,Romero,Espanya,Madrid,11,3,1990,Dona,962,No,Grup A,Anna Romero,True,1990-03-11,35,0.05,1010.1
68548102E,Laia,López López,Espanya,Bilbao,3,5,1997,Dona,1057,Si,Grup A,Laia López López,True,1997-05-03,28,0.05,1109.8500000000001
79888539R,Ali,Bennani Fassi,Marroc,Casablanca,14,12,1983,Home,1510,No,Grup A,Ali Bennani Fassi,False,1983-12-14,42,0.05,1585.5
84414697K,Jordi,García Ferrer,Espanya,Sevilla,21,8,1959,Home,1086,Si,Grup A,Jordi García Ferrer,True,1959-08-21,66,0.05,1140.3
76096673N,Lucía,Álvarez,Argentina,Buenos Aires,10,8,1972,Altres,1141,No,Grup A,Lucía Álvarez,False,1972-08-10,53,0.05,1198.05
89826839F,Marta,Castells López,Espanya,Bilbao,10,1,1964,Dona,1166,Si,Grup A,Marta Castells López,True,1964-01-10,62,0.05,1224.3
21546595T,Anna,Martínez,Espanya,Sevilla,24,2,1973,Dona,1155,No,Grup A,Anna Martínez,True,1973-02-24,52,0.05,1212.75
26880397A,Carla,Castells Castells,Espanya,Barcelona,27,3,1977,Dona,1429,No,Grup A,Carla Castells Castells,True,1977-03-27,48,0.05,1500.45
70773495X,Eva,Martínez,Espanya,València,4,12,1970,Dona,1238,No,Grup A,Eva Martínez,True,1970-12-04,55,0.05,1299.9
28370355T,Marta,Romero,Espanya,Barcelona,8,4,1957,Dona,690,No,Grup A,Marta Romero,True,1957-04-08,68,0.05,724.5
57516393C,Lucía,Fernández Álvarez,Argentina,Còrdova,11,3,1973,Dona,684,Si,Grup A,Lucía Fernández Álvarez,False,1973-03-11,52,0.05,718.2
79003381D,Eva,García,Espanya,Bilbao,17,3,1997,Dona,1034,No,Grup A,Eva García,True,1997-03-17,28,0.05,1085.7
83094572C,Carla,Sánchez,Espanya,València,10,6,1981,Dona,719,Si,Grup A,Carla Sánchez,True,1981-06-10,44,0.05,754.95
64200072V,Toni,Martínez Castells,Espanya,Barcelona,23,10,1957,Home,1377,No,Grup A,Toni Martínez Castells,True,1957-10-23,68,0.05,1445.8500000000001
31385792P,Matías,Fernández,Argentina,Buenos Aires,28,4,1953,Home,1253,No,Grup A,Matías Fernández,False,1953-04-28,72,0.05,1315.65
31281157W,Joan,García,Espanya,València,1,4,1977,Home,1591,Si,Grup A,Joan García,True,1977-04-01,48,0.05,1670.5500000000002
23733093T,Joan,López,Espanya,Sevilla,12,8,1992,Home,977,No,Grup A,Joan López,True,1992-08-12,33,0.05,1025.8500000000001
18279367H,Amina,Zahraoui Zahraoui,Marroc,Casablanca,20,4,1973,Dona,1454,No,Grup A,Amina Zahraoui Zahraoui,False,1973-04-20,52,0.05,1526.7
13257049V,Youssef,Fassi Zahraoui,Marroc,Rabat,13,7,1974,Altres,1109,Si,Grup A,Youssef Fassi Zahraoui,False,1974-07-13,51,0.05,1164.45
92984183N,Michel,Lefevre,França,Marsella,28,1,1988,Home,1120,No,Grup A,Michel Lefevre,False,1988-01-28,38,0.05,1176.0
25883422V,Tomás,Fernández Fernández,Argentina,Còrdova,13,6,1964,Home,1039,No,Grup A,Tomás Fernández Fernández,False,1964-06-13,61,0.05,1090.95
92292409L,Carlos,Ramírez Cruz,Mèxic,Ciutat de Mèxic,28,12,1971,Home,1529,Si,Grup A,Carlos Ramírez Cruz,False,1971-12-28,54,0.05,1605.45
10736038P,Oriol,Castells,Espanya,Sevilla,27,3,1998,Home,1564,Si,Grup A,Oriol Castells,True,1998-03-27,27,0.05,1642.2
95605596P,Lukas,Müller Schmidt,Alemanya,Munic,23,2,2005,Home,1573,No,Grup A,Lukas Müller Schmidt,False,2005-02-23,20,0.05,1651.65
23188733V,Núria,García,Espanya,València,11,4,1993,Dona,799,No,Grup A,Núria García,True,1993-04-11,32,0.05,838.95
59876171G,Arnau,Sánchez,Espanya,Madrid,28,10,1973,Home,976,Si,Grup A,Arnau Sánchez,True,1973-10-28,52,0.05,1024.8
26977768S,Fatima,Zahraoui Zahraoui,Marroc,Casablanca,6,2,1993,Dona,1216,No,Grup A,Fatima Zahraoui Zahraoui,False,1993-02-06,32,0.05,1276.8
11305351X,Eva,García,Espanya,València,22,6,1993,Dona,1444,No,Grup A,Eva García,True,1993-06-22,32,0.05,1516.2
19888245C,Pau,Romero,Espanya,Madrid,20,2,1953,Home,1345,No,Grup A,Pau Romero,True,1953-02-20,72,0.05,1412.25
61051397G,Marta,Sánchez,Espanya,Sevilla,17,3,1999,Dona,1389,No,Grup A,Marta Sánchez,True,1999-03-17,26,0.05,1458.45
63040392X,Oriol,Martínez,Espanya,Sevilla,22,7,1977,Home,1348,Si,Grup A,Oriol Martínez,True,1977-07-22,48,0.05,1415.4
99383081M,Oriol,Sánchez García,Espanya,València,21,5,1993,Home,895,No,Grup A,Oriol Sánchez García,True,1993-05-21,32,0.05,939.75
76741258Y,Carla,Castells Ferrer,Espanya,Bilbao,20,7,1952,Dona,1331,No,Grup A,Carla Castells Ferrer,True,1952-07-20,73,0.05,1397.55
38241293F,Carla,Martínez Castells,Espanya,Barcelona,21,10,1980,Dona,755,No,Grup A,Carla Martínez Castells,True,1980-10-21,45,0.05,792.75
28367234K,Isla,Jones Brown,Regne Unit,Manchester,28,3,1999,Dona,1197,No,Grup A,Isla Jones Brown,False,1999-03-28,26,0.05,1256.8500000000001
32285371X,Louis,Lefevre Girard,França,París,23,10,1970,Home,737,Si,Grup A,Louis Lefevre Girard,False,1970-10-23,55,0.05,773.85
28421457Z,Pau,Romero Castells,Espanya,Madrid,8,8,1968,Home,1429,Si,Grup A,Pau Romero Castells,True,1968-08-08,57,0.05,1500.45
27247467S,Anna,López,Espanya,Madrid,2,1,1952,Dona,1062,Si,Grup A,Anna López,True,1952-01-02,74,0.05,1115.1000000000001
78697534Q,Omar,Zahraoui Zahraoui,Marroc,Rabat,1,7,1983,null,1271,Si,Grup A,Omar Zahraoui Zahraoui,False,1983-07-01,42,0.05,1334.55
20692229R,Oriol,López Romero,Espanya,Barcelona,22,5,1983,Home,1135,Si,Grup A,Oriol López Romero,True,1983-05-22,42,0.05,1191.75
39270256A,Santiago,Rojas,Colòmbia,Bogotà,5,4,1987,Home,829,No,Grup A,Santiago Rojas,False,1987-04-05,38,0.05,870.45
31713444D,Arnau,Romero Martínez,Espanya,València,7,5,1962,Home,1245,Si,Grup A,Arnau Romero Martínez,True,1962-05-07,63,0.05,1307.25
14773153R,Lea,Fischer,Alemanya,Berlín,9,9,1986,Dona,1370,Si,Grup A,Lea Fischer,False,1986-09-09,39,0.05,1438.5
82046699J,William,Smith,Regne Unit,Manchester,19,5,1997,Home,1405,Si,Grup A,William Smith,False,1997-05-19,28,0.05,1475.25
86893272V,Marc,Ferrer,Espanya,Madrid,27,4,1954,Home,1636,Si,Grup A,Marc Ferrer,True,1954-04-27,71,0.05,1717.8000000000002
93782971H,Luisa,González Hernández,Mèxic,Ciutat de Mèxic,19,4,2005,Dona,687,No,Grup A,Luisa González Hernández,False,2005-04-19,20,0.05,721.35
21277706W,Carla,Ferrer,Espanya,Barcelona,13,12,1969,Dona,911,No,Grup A,Carla Ferrer,True,1969-12-13,56,0.05,956.5500000000001
70418524X,Laia,Castells Ferrer,Espanya,Madrid,7,5,1971,Dona,1516,Si,Grup A,Laia Castells Ferrer,True,1971-05-07,54,0.05,1591.8
15566633F,Laia,Sánchez Martínez,Espanya,Barcelona,10,2,1971,Dona,1427,No,Grup A,Laia Sánchez Martínez,True,1971-02-10,54,0.05,1498.3500000000001
80657664E,Eva,López Castells,Espanya,Sevilla,4,12,2004,null,874,Si,Grup A,Eva López Castells,True,2004-12-04,21,0.05,917.7
90914480C,Oriol,Castells,Espanya,Barcelona,3,12,1987,Home,1662,No,Grup A,Oriol Castells,True,1987-12-03,38,0.05,1745.1000000000001
21163199Y,Joan,Sánchez,Espanya,Bilbao,18,3,1982,Home,1632,No,Grup A,Joan Sánchez,True,1982-03-18,43,0.05,1713.6000000000001
38279546W,Marc,Castells,Espanya,Sevilla,24,3,1974,Home,1008,No,Grup A,Marc Castells,True,1974-03-24,51,0.05,1058.4
84844149K,Marc,Sánchez Ferrer,Espanya,València,1,4,1998,Home,968,No,Grup A,Marc Sánchez Ferrer,True,1998-04-01,27,0.05,1016.4000000000001
26365080Y,Anna,Sánchez,Espanya,València,5,6,1988,Dona,965,No,Grup A,Anna Sánchez,True,1988-06-05,37,0.05,1013.25
21674643A,Julieta,Fernández,Argentina,Buenos Aires,28,1,1961,Dona,1493,Si,Grup A,Julieta Fernández,False,1961-01-28,65,0.05,1567.65
76568322R,Antoine,Lefevre,França,Lió,17,6,1999,Home,1241,No,Grup A,Antoine Lefevre,False,1999-06-17,26,0.05,1303.05
59758346F,Laia,Martínez Romero,Espanya,Madrid,28,12,1957,Altres,728,Si,Grup A,Laia Martínez Romero,True,1957-12-28,68,0.05,764.4
39104359X,Jordi,Romero García,Espanya,Barcelona,17,2,1972,Home,1134,No,Grup A,Jordi Romero García,True,1972-02-17,53,0.05,1190.7
56408493L,Anna,García García,Espanya,Madrid,8,5,2003,Dona,847,Si,Grup A,Anna García García,True,2003-05-08,22,0.05,889.35
53176287C,Jordi,Castells,Espanya,Bilbao,6,2,1963,Home,1306,Si,Grup A,Jordi Castells,True,1963-02-06,62,0.05,1371.3
80044333C,Núria,Martínez,Espanya,Bilbao,10,3,1971,Dona,988,No,Grup A,Núria Martínez,True,1971-03-10,54,0.05,1037.4
77158777S,Núria,García,Espanya,Bilbao,15,6,2001,Dona,698,Si,Grup A,Núria García,True,2001-06-15,24,0.05,732.9
23645745S,Martina,Gómez,Argentina,Buenos Aires,5,12,1963,Dona,993,No,Grup A,Martina Gómez,False,1963-12-05,62,0.05,1042.65
65159318X,Luisa,Cruz Ramírez,Mèxic,Guadalajara,19,2,1985,Dona,722,No,Grup A,Luisa Cruz Ramírez,False,1985-02-19,40,0.05,758.1
40039044H,Núria,Romero,Espanya,Madrid,9,4,1974,Dona,683,Si,Grup A,Núria Romero,True,1974-04-09,51,0.05,717.15
66460797A,Marc,López García,Espanya,Bilbao,10,9,2005,Home,1270,No,Grup A,Marc López García,True,2005-09-10,20,0.05,1333.5
69734812N,Anna,Sánchez,Espanya,Sevilla,17,7,1971,Dona,767,Si,Grup A,Anna Sánchez,True,1971-07-17,54,0.05,805.35
54263997Y,Núria,Romero,Espanya,Madrid,9,3,1956,Dona,1415,No,Grup A,Núria Romero,True,1956-03-09,69,0.05,1485.75
87213442J,Clara,Ferrer Castells,Espanya,Sevilla,25,7,1998,Dona,1393,No,Grup A,Clara Ferrer Castells,True,1998-07-25,27,0.05,1462.65
92018667L,Joan,Martínez Castells,Espanya,Madrid,4,10,1985,Home,1139,No,Grup A,Joan Martínez Castells,True,1985-10-04,40,0.05,1195.95
22118978G,Núria,Ferrer,Espanya,València,26,4,1995,Dona,1233,No,Grup A,Núria Ferrer,True,1995-04-26,30,0.05,1294.65
78458482P,Pau,Ferrer,Espanya,Sevilla,6,3,1997,Home,1428,No,Grup A,Pau Ferrer,True,1997-03-06,28,0.05,1499.4
82204716Y,Pau,López Ferrer,Espanya,Bilbao,13,4,1960,Home,1129,Si,Grup A,Pau López Ferrer,True,1960-04-13,65,0.05,1185.45
58088881Q,Anna,García,Espanya,Madrid,15,3,1960,Dona,1130,Si,Grup A,Anna García,True,1960-03-15,65,0.05,1186.5
71312672X,Jordi,López Romero,Espanya,Bilbao,17,12,1978,Home,1016,No,Grup A,Jordi López Romero,True,1978-12-17,47,0.05,1066.8
23931178W,Toni,García,Espanya,València,4,5,1952,Home,1079,No,Grup A,Toni García,True,1952-05-04,73,0.05,1132.95
77665617B,Youssef,Bennani El Amrani,Marroc,Rabat,5,9,1960,Home,1619,No,Grup A,Youssef Bennani El Amrani,False,1960-09-05,65,0.05,1699.95
43437575V,Clara,Romero,Espanya,Bilbao,5,12,2004,Dona,1507,No,Grup A,Clara Romero,True,2004-12-05,21,0.05,1582.3500000000001
86366713Z,Carla,Sánchez Romero,Espanya,Madrid,22,1,2005,null,892,No,Grup A,Carla Sánchez Romero,True,2005-01-22,21,0.05,936.6
38147748A,Núria,Martínez Ferrer,Espanya,València,4,11,1976,Dona,1028,No,Grup A,Núria Martínez Ferrer,True,1976-11-04,49,0.05,1079.4
49560214X,Felipe,Gutiérrez,Colòmbia,Medellín,13,11,1989,Home,1275,No,Grup A,Felipe Gutiérrez,False,1989-11-13,36,0.05,1338.75
83600087R,Toni,Romero,Espanya,Sevilla,26,9,1952,null,1222,Si,Grup A,Toni Romero,True,1952-09-26,73,0.05,1283.1000000000001
86899840T,Eva,García,Espanya,Bilbao,13,9,1978,Dona,1117,No,Grup A,Eva García,True,1978-09-13,47,0.05,1172.8500000000001
67837921D,Isla,Taylor Smith,Regne Unit,Londres,7,5,1965,Dona,1237,No,Grup A,Isla Taylor Smith,False,1965-05-07,60,0.05,1298.8500000000001
12091945C,Oriol,Sánchez,Espanya,Barcelona,5,2,1986,Home,747,No,Grup A,Oriol Sánchez,True,1986-02-05,39,0.05,784.35
71514483K,Jean,Girard Lefevre,França,Lió,28,12,1960,Home,930,No,Grup A,Jean Girard Lefevre,False,1960-12-28,65,0.05,976.5
48749091Z,Oriol,Sánchez García,Espanya,València,16,7,1965,Home,1273,No,Grup A,Oriol Sánchez García,True,1965-07-16,60,0.05,1336.65
29019539A,Clara,Romero García,Espanya,València,8,2,1989,Dona,1246,Si,Grup A,Clara Romero García,True,1989-02-08,36,0.05,1308.3
98430241N,Toni,López,Espanya,Bilbao,3,6,1956,Home,857,No,Grup A,Toni López,True,1956-06-03,69,0.05,899.85
89759837X,Laia,Romero,Espanya,Barcelona,17,9,1966,Dona,952,Si,Grup A,Laia Romero,True,1966-09-17,59,0.05,999.6
69520375Z,Núria,García Castells,Espanya,Sevilla,23,12,1986,Dona,1259,No,Grup A,Núria García Castells,True,1986-12-23,39,0.05,1321.95
75634877M,Marc,Castells Castells,Espanya,Bilbao,18,12,1955,Home,1330,Si,Grup A,Marc Castells Castells,True,1955-12-18,70,0.05,1396.5
58558026P,Toni,Romero Martínez,Espanya,Bilbao,15,9,1980,Home,1221,No,Grup A,Toni Romero Martínez,True,1980-09-15,45,0.05,1282.05
67475809B,Jordi,Romero,Espanya,Barcelona,6,9,1952,Home,1673,Si,Grup A,Jordi Romero,True,1952-09-06,73,0.05,1756.65
21511240Y,Oriol,García Castells,Espanya,Barcelona,8,5,1987,Home,917,No,Grup A,Oriol García Castells,True,1987-05-08,38,0.05,962.85
14371347B,William,Taylor,Regne Unit,Londres,11,10,1957,Home,1017,No,Grup A,William Taylor,False,1957-10-11,68,0.05,1067.8500000000001
80867475E,Arnau,Martínez,Espanya,Bilbao,9,10,1996,Home,1172,Si,Grup A,Arnau Martínez,True,1996-10-09,29,0.05,1230.6000000000001
54542153E,Chloé,Girard Girard,França,Marsella,17,12,1956,Dona,1433,No,Grup A,Chloé Girard Girard,False,1956-12-17,69,0.05,1504.65
93060003K,Felipe,Gutiérrez,Colòmbia,Medellín,17,9,1953,Home,1142,Si,Grup A,Felipe Gutiérrez,False,1953-09-17,72,0.05,1199.1000000000001
30892443R,Élise,Moreau Moreau,França,París,10,6,1992,Dona,1378,No,Grup A,Élise Moreau Moreau,False,1992-06-10,33,0.05,1446.9
26804172P,Andrés,Ramírez Hernández,Mèxic,Ciutat de Mèxic,2,9,1956,Home,1457,Si,Grup A,Andrés Ramírez Hernández,False,1956-09-02,69,0.05,1529.8500000000001
58404017Q,Jean,Dubois,França,Lió,13,2,1960,Home,1001,Si,Grup A,Jean Dubois,False,1960-02-13,65,0.05,1051.05
59083606S,Toni,López,Espanya,Sevilla,20,10,1950,null,1538,No,Grup A,Toni López,True,1950-10-20,75,0.05,1614.9
25874228C,Laia,López,Espanya,Barcelona,8,3,1970,Dona,1315,No,Grup A,Laia López,True,1970-03-08,55,0.05,1380.75
52145541P,Joan,García,Espanya,Sevilla,11,4,1959,Home,971,No,Grup A,Joan García,True,1959-04-11,66,0.05,1019.5500000000001
69760120X,Laia,Ferrer Martínez,Espanya,Barcelona,11,11,1980,Dona,682,No,Grup A,Laia Ferrer Martínez,True,1980-11-11,45,0.05,716.1
89253307W,Clara,Sánchez López,Espanya,Bilbao,1,8,1952,Dona,1217,No,Grup A,Clara Sánchez López,True,1952-08-01,73,0.05,1277.8500000000001
