DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom complet,Nascut Espanya,Data naixement,Edat,Increment,Salari nuevo
36717144Q,Jordi,Romero,Espanya,Bilbao,17,11,1969,Home,1358,No,Grup B,Jordi Romero,True,1969-11-17,56,0.035,1405.53
44505750Y,Gabriela,Ramírez González,Mèxic,Ciutat de Mèxic,26,3,1988,Dona,1220,No,Grup B,Gabriela Ramírez González,False,1988-03-26,37,0.035,1262.6999999999998
89141927S,Eva,Ferrer Ferrer,Espanya,València,24,12,1979,Dona,1587,No,Grup B,Eva Ferrer Ferrer,True,1979-12-24,46,0.035,1642.5449999999998
15336274M,Laia,López Sánchez,Espanya,Barcelona,11,5,1964,Dona,2090,No,Grup B,Laia López Sánchez,True,1964-05-11,61,0.035,2163.1499999999996
11062448Q,Marta,Martínez,Espanya,Barcelona,4,7,1980,Dona,1660,Si,Grup B,Marta Martínez,True,1980-07-04,45,0.035,1718.1
31675368R,Eva,López Martínez,Espanya,Bilbao,27,7,1998,Dona,1334,No,Grup B,Eva López Martínez,True,1998-07-27,27,0.035,1380.6899999999998
89450981Z,Laia,Castells,Espanya,Bilbao,20,11,2000,Dona,1698,Si,Grup B,Laia Castells,True,2000-11-20,25,0.035,1757.4299999999998
54853635H,Laia,Castells Ferrer,Espanya,Sevilla,23,6,1986,Dona,1178,Si,Grup B,Laia Castells Ferrer,True,1986-06-23,39,0.035,1219.23
81398413Q,Laura,Castro Torres,Colòmbia,Medellín,6,6,1997,Dona,1438,No,Grup B,Laura Castro Torres,False,1997-06-06,28,0.035,1488.33
57692936L,Laura,Schmidt,Alemanya,Hamburg,3,5,1956,null,1828,Si,Grup B,Laura Schmidt,False,1956-05-03,69,0.035,1891.9799999999998
17135791L,Toni,Romero García,Espanya,Barcelona,12,6,1963,Home,1598,No,Grup B,Toni Romero García,True,1963-06-12,62,0.035,1653.9299999999998
13357124H,Arnau,Martínez Martínez,Espanya,Sevilla,6,12,1960,Home,1789,No,Grup B,Arnau Martínez Martínez,True,1960-12-06,65,0.035,1851.6149999999998
53653173V,Anna,López,Espanya,Madrid,17,1,1964,Altres,1303,No,Grup B,Anna López,True,1964-01-17,62,0.035,1348.6049999999998
15138029Q,Marc,Castells,Espanya,Bilbao,16,12,2002,Home,2132,No,Grup B,Marc Castells,True,2002-12-16,23,0.035,2206.62
53822006D,Ali,El Amrani El Amrani,Marroc,Rabat,4,5,1971,Home,2127,No,Grup B,Ali El Amrani El Amrani,False,1971-05-04,54,0.035,2201.4449999999997
18876694Z,Juan,Álvarez Fernández,Argentina,Buenos Aires,11,8,1991,Home,1412,Si,Grup B,Juan Álvarez Fernández,False,1991-08-11,34,0.035,1461.4199999999998
78668978W,Pau,Sánchez,Espanya,Bilbao,20,5,1994,Home,2176,Si,Grup B,Pau Sánchez,True,1994-05-20,31,0.035,2252.16
51927396G,Maria,Pereira Pereira,Portugal,Porto,19,6,1980,Dona,1672,No,Grup B,Maria Pereira Pereira,False,1980-06-19,45,0.035,1730.5199999999998
49846108N,Joan,Romero López,Espanya,Barcelona,11,1,1950,Home,1982,Si,Grup B,Joan Romero López,True,1950-01-11,76,0.035,2051.37
46129359E,Laia,Castells Martínez,Espanya,Madrid,8,4,1975,Dona,1442,No,Grup B,Laia Castells Martínez,True,1975-04-08,50,0.035,1492.4699999999998
19814204M,Marta,García,Espanya,Bilbao,23,2,1999,Dona,1580,Si,Grup B,Marta García,True,1999-02-23,26,0.035,1635.3
46035899S,Marc,Romero,Espanya,Sevilla,2,11,1975,Home,1569,No,Grup B,Marc Romero,True,1975-11-02,50,0.035,1623.915
38832908L,Arnau,Martínez,Espanya,Madrid,20,12,1999,Home,2100,No,Grup B,Arnau Martínez,True,1999-12-20,26,0.035,2173.5
11156851X,Carla,Sánchez,Espanya,València,17,8,1975,Dona,1508,Si,Grup B,Carla Sánchez,True,1975-08-17,50,0.035,1560.78
61239482R,Eva,López Sánchez,Espanya,València,25,4,1987,Dona,2086,No,Grup B,Eva López Sánchez,True,1987-04-25,38,0.035,2159.0099999999998
71461971W,Lucas,Álvarez,Argentina,Buenos Aires,22,3,1984,Home,1670,No,Grup B,Lucas Álvarez,False,1984-03-22,41,0.035,1728.4499999999998
31958336Z,Núria,Martínez Castells,Espanya,Sevilla,8,12,1962,Dona,1300,No,Grup B,Núria Martínez Castells,True,1962-12-08,63,0.035,1345.5
19508494Q,Jonas,Schneider Schmidt,Alemanya,Hamburg,15,8,1983,Home,1476,Si,Grup B,Jonas Schneider Schmidt,False,1983-08-15,42,0.035,1527.6599999999999
32873655H,Pau,Martínez García,Espanya,Barcelona,15,11,1989,Home,2254,No,Grup B,Pau Martínez García,True,1989-11-15,36,0.035,2332.89
74293523P,Sofia,Oliveira,Portugal,Lisboa,2,4,1998,Dona,2006,No,Grup B,Sofia Oliveira,False,1998-04-02,27,0.035,2076.21
49127195L,Beatriz,Ferreira,Portugal,Porto,11,5,1950,Altres,1574,Si,Grup B,Beatriz Ferreira,False,1950-05-11,75,0.035,1629.09
17792481K,Joan,Romero Martínez,Espanya,Bilbao,16,2,1996,Home,1849,No,Grup B,Joan Romero Martínez,True,1996-02-16,29,0.035,1913.715
81156988L,Miguel,González Cruz,Mèxic,Ciutat de Mèxic,7,8,1965,Home,2051,No,Grup B,Miguel González Cruz,False,1965-08-07,60,0.035,2122.785
60352406T,Eva,Martínez,Espanya,Madrid,13,6,1994,Dona,1149,No,Grup B,Eva Martínez,True,1994-06-13,31,0.035,1189.215
66192865D,Carla,Romero,Espanya,Barcelona,17,6,1998,Dona,1785,Si,Grup B,Carla Romero,True,1998-06-17,27,0.035,1847.475
82495492K,Jordi,García Castells,Espanya,València,4,7,1970,Home,1848,Si,Grup B,Jordi García Castells,True,1970-07-04,55,0.035,1912.6799999999998
77255461X,Maria,Ferreira Ferreira,Portugal,Porto,4,3,1996,Dona,1896,Si,Grup B,Maria Ferreira Ferreira,False,1996-03-04,29,0.035,1962.36
50017849P,Núria,Martínez,Espanya,València,26,9,1958,Dona,1912,No,Grup B,Núria Martínez,True,1958-09-26,67,0.035,1978.9199999999998
14532429J,Jean,Dubois Moreau,França,Marsella,7,12,1967,Home,1941,No,Grup B,Jean Dubois Moreau,False,1967-12-07,58,0.035,2008.935
48928716V,Eva,Ferrer,Espanya,Madrid,22,5,1997,Dona,1226,No,Grup B,Eva Ferrer,True,1997-05-22,28,0.035,1268.9099999999999
20554785E,Andrés,González,Mèxic,Guadalajara,13,10,1977,Home,1734,No,Grup B,Andrés González,False,1977-10-13,48,0.035,1794.6899999999998
96850216C,Valentina,Gutiérrez Rojas,Colòmbia,Medellín,2,10,1959,Dona,1728,Si,Grup B,Valentina Gutiérrez Rojas,False,1959-10-02,66,0.035,1788.4799999999998
21123762J,Toni,Sánchez Sánchez,Espanya,València,20,1,1989,Home,2293,No,Grup B,Toni Sánchez Sánchez,True,1989-01-20,37,0.035,2373.2549999999997
87203712F,Arnau,Martínez Sánchez,Espanya,Barcelona,20,6,1971,Home,1373,No,Grup B,Arnau Martínez Sánchez,True,1971-06-20,54,0.035,1421.0549999999998
94864855F,Toni,Sánchez,Espanya,Madrid,6,3,1996,Home,2052,No,Grup B,Toni Sánchez,True,1996-03-06,29,0.035,2123.8199999999997
83942911L,Oriol,Romero López,Espanya,Bilbao,3,5,1951,Home,2046,No,Grup B,Oriol Romero López,True,1951-05-03,74,0.035,2117.6099999999997
49962478C,Sofia,Silva Oliveira,Portugal,Lisboa,13,8,1977,null,1449,No,Grup B,Sofia Silva Oliveira,False,1977-08-13,48,0.035,1499.715
49561814F,Tomás,Gómez,Argentina,Buenos Aires,3,10,1972,Home,1456,No,Grup B,Tomás Gómez,False,1972-10-03,53,0.035,1506.9599999999998
41288932T,Carla,Castells,Espanya,Barcelona,24,10,1962,Dona,1248,Si,Grup B,Carla Castells,True,1962-10-24,63,0.035,1291.6799999999998
54906134P,Laia,López,Espanya,Madrid,15,10,1978,Dona,1447,Si,Grup B,Laia López,True,1978-10-15,47,0.035,1497.645
42177426S,Giovanni,Ferrari,Itàlia,Torí,8,2,1964,Home,1468,No,Grup B,Giovanni Ferrari,False,1964-02-08,61,0.035,1519.3799999999999
70317853J,Núria,Romero,Espanya,Barcelona,24,12,1970,Dona,1939,No,Grup B,Núria Romero,True,1970-12-24,55,0.035,2006.8649999999998
48918423X,Arnau,Ferrer Romero,Espanya,Madrid,2,7,1975,Home,2196,No,Grup B,Arnau Ferrer Romero,True,1975-07-02,50,0.035,2272.8599999999997
58423324H,Núria,Castells Ferrer,Espanya,Sevilla,13,10,2005,Dona,2058,No,Grup B,Núria Castells Ferrer,True,2005-10-13,20,0.035,2130.0299999999997
30532432L,Matías,Rodríguez Gómez,Argentina,Buenos Aires,28,9,1957,Home,1463,Si,Grup B,Matías Rodríguez Gómez,False,1957-09-28,68,0.035,1514.205
25178167X,Laia,Sánchez,Espanya,Barcelona,27,1,1965,Dona,1876,Si,Grup B,Laia Sánchez,True,1965-01-27,61,0.035,1941.6599999999999
19039929Q,Matías,Álvarez,Argentina,Còrdova,24,8,1954,Home,1686,Si,Grup B,Matías Álvarez,False,1954-08-24,71,0.035,1745.0099999999998
73118029L,Florencia,Gómez Fernández,Argentina,Còrdova,12,7,1992,Dona,1245,No,Grup B,Florencia Gómez Fernández,False,1992-07-12,33,0.035,1288.5749999999998
65314666K,Marta,Sánchez Romero,Espanya,Barcelona,5,6,1993,Dona,1320,No,Grup B,Marta Sánchez Romero,True,1993-06-05,32,0.035,1366.1999999999998
98834273R,Pau,Romero Martínez,Espanya,Barcelona,16,9,1974,Home,1753,No,Grup B,Pau Romero Martínez,True,1974-09-16,51,0.035,1814.3549999999998
97687146Q,Gabriela,González Cruz,Mèxic,Ciutat de Mèxic,20,2,1985,null,1583,No,Grup B,Gabriela González Cruz,False,1985-02-20,40,0.035,1638.405
90364828E,Laia,Castells,Espanya,Bilbao,23,4,1998,Dona,1788,Si,Grup B,Laia Castells,True,1998-04-23,27,0.035,1850.58
16082109P,Clara,López,Espanya,Madrid,12,5,1989,Dona,1400,No,Grup B,Clara López,True,1989-05-12,36,0.035,1449.0
26631271T,Laia,Sánchez,Espanya,Bilbao,19,5,1970,Altres,1987,Si,Grup B,Laia Sánchez,True,1970-05-19,55,0.035,2056.5449999999996
73326255V,João,Silva,Portugal,Porto,23,10,1970,Home,1984,Si,Grup B,João Silva,False,1970-10-23,55,0.035,2053.44
83613978F,Antoine,Lefevre Girard,França,Marsella,22,12,1981,Home,1620,Si,Grup B,Antoine Lefevre Girard,False,1981-12-22,44,0.035,1676.6999999999998
51525932J,Michel,Moreau,França,Marsella,27,6,1978,Home,2085,Si,Grup B,Michel Moreau,False,1978-06-27,47,0.035,2157.975
44026048T,Joan,López,Espanya,València,15,10,1982,Home,2290,No,Grup B,Joan López,True,1982-10-15,43,0.035,2370.1499999999996
43409433Y,Marta,López López,Espanya,Sevilla,24,2,1986,Dona,1292,No,Grup B,Marta López López,True,1986-02-24,39,0.035,1337.2199999999998
32095971T,Laia,López López,Espanya,València,8,5,1962,Dona,1238,Si,Grup B,Laia López López,True,1962-05-08,63,0.035,1281.33
82936531F,Pau,López Martínez,Espanya,Sevilla,17,12,1958,Home,1409,No,Grup B,Pau López Martínez,True,1958-12-17,67,0.035,1458.3149999999998
20049413F,Eva,López Ferrer,Espanya,Bilbao,24,12,1952,Dona,2016,No,Grup B,Eva López Ferrer,True,1952-12-24,73,0.035,2086.56
47702024A,Clara,García Ferrer,Espanya,Barcelona,10,10,1956,Dona,1986,No,Grup B,Clara García Ferrer,True,1956-10-10,69,0.035,2055.5099999999998
47853239E,Núria,López,Espanya,Sevilla,14,4,1969,Dona,1786,No,Grup B,Núria López,True,1969-04-14,56,0.035,1848.5099999999998
73130661B,Clara,Martínez Romero,Espanya,València,1,10,1975,Dona,1978,Si,Grup B,Clara Martínez Romero,True,1975-10-01,50,0.035,2047.2299999999998
93384627N,Camille,Moreau Moreau,França,Lió,16,7,1993,Dona,1962,No,Grup B,Camille Moreau Moreau,False,1993-07-16,32,0.035,2030.6699999999998
25490219L,William,Smith Smith,Regne Unit,Londres,1,12,1952,Home,1643,Si,Grup B,William Smith Smith,False,1952-12-01,73,0.035,1700.5049999999999
41625678H,Arnau,Romero,Espanya,Bilbao,18,11,1967,Home,1696,No,Grup B,Arnau Romero,True,1967-11-18,58,0.035,1755.36
83262533Z,Jordi,Martínez Ferrer,Espanya,València,17,6,1950,Home,2281,Si,Grup B,Jordi Martínez Ferrer,True,1950-06-17,75,0.035,2360.835
41326173T,Laia,Martínez,Espanya,Madrid,9,9,1977,Dona,2053,No,Grup B,Laia Martínez,True,1977-09-09,48,0.035,2124.855
81124534E,Oriol,Sánchez,Espanya,Sevilla,1,4,1969,Home,1423,No,Grup B,Oriol Sánchez,True,1969-04-01,56,0.035,1472.8049999999998
22914113G,Laia,Sánchez Sánchez,Espanya,València,25,9,1995,null,1356,No,Grup B,Laia Sánchez Sánchez,True,1995-09-25,30,0.035,1403.4599999999998
43658248F,Daniela,Castro,Colòmbia,Bogotà,9,3,1980,Dona,1670,Si,Grup B,Daniela Castro,False,1980-03-09,45,0.035,1728.4499999999998
15277702T,Toni,Castells,Espanya,Bilbao,25,7,1966,Home,2132,No,Grup B,Toni Castells,True,1966-07-25,59,0.035,2206.62
96925654W,Rui,Oliveira Silva,Portugal,Lisboa,25,8,1992,Home,1669,No,Grup B,Rui Oliveira Silva,False,1992-08-25,33,0.035,1727.415
65476112E,Marta,Romero Romero,Espanya,Sevilla,24,9,1991,Dona,1630,No,Grup B,Marta Romero Romero,True,1991-09-24,34,0.035,1687.05
87991679M,Anna,Ferrer,Espanya,Barcelona,25,11,1967,Dona,1408,No,Grup B,Anna Ferrer,True,1967-11-25,58,0.035,1457.28
67762046W,Chloé,Moreau,França,Lió,21,2,1989,Dona,1441,No,Grup B,Chloé Moreau,False,1989-02-21,36,0.035,1491.435
90958057L,Joan,Sánchez,Espanya,Bilbao,13,12,1974,Altres,1817,No,Grup B,Joan Sánchez,True,1974-12-13,51,0.035,1880.5949999999998
99565242W,Joan,Sánchez Sánchez,Espanya,Madrid,28,7,2005,null,1432,No,Grup B,Joan Sánchez Sánchez,True,2005-07-28,20,0.035,1482.12
49176508C,Pau,García López,Espanya,Sevilla,22,8,1996,Home,1348,Si,Grup B,Pau García López,True,1996-08-22,29,0.035,1395.1799999999998
20335877M,Arnau,García Ferrer,Espanya,València,20,1,1951,Home,2045,No,Grup B,Arnau García Ferrer,True,1951-01-20,75,0.035,2116.575
83539759S,Marta,López,Espanya,Barcelona,4,6,2002,Dona,1170,Si,Grup B,Marta López,True,2002-06-04,23,0.035,1210.9499999999998
95031765F,Anna,López Sánchez,Espanya,Barcelona,19,9,1963,Dona,1444,Si,Grup B,Anna López Sánchez,True,1963-09-19,62,0.035,1494.54
87757452L,Marc,Romero,Espanya,Barcelona,16,8,1986,Home,1663,No,Grup B,Marc Romero,True,1986-08-16,39,0.035,1721.205
44065719N,Pau,Ferrer Ferrer,Espanya,València,9,11,1991,Home,1396,Si,Grup B,Pau Ferrer Ferrer,True,1991-11-09,34,0.035,1444.86
50496524Y,Alessia,Russo Russo,Itàlia,Roma,14,2,1983,Dona,1358,No,Grup B,Alessia Russo Russo,False,1983-02-14,42,0.035,1405.53
40194783Y,Núria,Sánchez García,Espanya,Madrid,14,1,1966,Dona,1959,Si,Grup B,Núria Sánchez García,True,1966-01-14,60,0.035,2027.5649999999998
28196940Z,Michel,Moreau,França,Lió,12,12,1992,Home,2002,Si,Grup B,Michel Moreau,False,1992-12-12,33,0.035,2072.0699999999997
98801519G,Jordi,García,Espanya,Bilbao,11,1,1970,Home,1698,Si,Grup B,Jordi García,True,1970-01-11,56,0.035,1757.4299999999998
92775120P,Joan,López Castells,Espanya,Barcelona,1,4,1984,null,1555,Si,Grup B,Joan López Castells,True,1984-04-01,41,0.035,1609.425
58632182Z,Laia,Romero,Espanya,Sevilla,16,11,1962,Dona,1211,Si,Grup B,Laia Romero,True,1962-11-16,63,0.035,1253.385
32149349F,Marta,Romero,Espanya,Bilbao,25,7,1973,Dona,1824,No,Grup B,Marta Romero,True,1973-07-25,52,0.035,1887.84
17088262F,Eva,Sánchez,Espanya,València,18,2,1971,Dona,2087,No,Grup B,Eva Sánchez,True,1971-02-18,54,0.035,2160.0449999999996
72513763X,Núria,Romero López,Espanya,Bilbao,15,6,1999,null,1636,Si,Grup B,Núria Romero López,True,1999-06-15,26,0.035,1693.2599999999998
24881645Q,Toni,Sánchez,Espanya,Bilbao,26,9,1992,Home,1358,No,Grup B,Toni Sánchez,True,1992-09-26,33,0.035,1405.53
63182449W,Jordi,Romero,Espanya,Barcelona,12,12,1950,Home,2253,Si,Grup B,Jordi Romero,True,1950-12-12,75,0.035,2331.855
69079699D,Marc,Martínez,Espanya,Bilbao,7,7,1988,Home,1965,No,Grup B,Marc Martínez,True,1988-07-07,37,0.035,2033.7749999999999
90985453R,Pau,Ferrer,Espanya,Madrid,24,11,1997,Home,2223,No,Grup B,Pau Ferrer,True,1997-11-24,28,0.035,2300.805
11119181K,Arnau,Ferrer,Espanya,Bilbao,20,5,1961,Home,1345,No,Grup B,Arnau Ferrer,True,1961-05-20,64,0.035,1392.0749999999998
51235097D,Oriol,Martínez López,Espanya,Barcelona,24,6,1980,Home,2064,No,Grup B,Oriol Martínez López,True,1980-06-24,45,0.035,2136.24
23333032N,Oriol,Martínez,Espanya,València,21,12,1986,Home,1765,No,Grup B,Oriol Martínez,True,1986-12-21,39,0.035,1826.7749999999999
91233007A,Joan,García,Espanya,Sevilla,23,3,2003,null,1596,Si,Grup B,Joan García,True,2003-03-23,22,0.035,1651.86
55212704B,Pau,Martínez Romero,Espanya,Barcelona,26,7,1986,Home,1739,No,Grup B,Pau Martínez Romero,True,1986-07-26,39,0.035,1799.8649999999998
23763581C,Arnau,García Ferrer,Espanya,Barcelona,1,6,1979,Home,1716,Si,Grup B,Arnau García Ferrer,True,1979-06-01,46,0.035,1776.06
75347458Q,Toni,Martínez,Espanya,Bilbao,25,12,1974,Home,1351,No,Grup B,Toni Martínez,True,1974-12-25,51,0.035,1398.2849999999999
54347378D,Giulia,Russo,Itàlia,Torí,14,6,2005,Dona,1399,Si,Grup B,Giulia Russo,False,2005-06-14,20,0.035,1447.965
24140397D,Oriol,Sánchez,Espanya,Bilbao,11,9,1989,Home,2115,Si,Grup B,Oriol Sánchez,True,1989-09-11,36,0.035,2189.0249999999996
89195587K,Carla,López Martínez,Espanya,Madrid,14,10,1962,Altres,1549,No,Grup B,Carla López Martínez,True,1962-10-14,63,0.035,1603.215
18457585L,Anna,Ferrer Sánchez,Espanya,Barcelona,25,8,1965,null,1437,Si,Grup B,Anna Ferrer Sánchez,True,1965-08-25,60,0.035,1487.2949999999998
12559305B,Núria,García Ferrer,Espanya,Bilbao,11,4,1982,Dona,1758,Si,Grup B,Núria García Ferrer,True,1982-04-11,43,0.035,1819.53
29153728J,Joan,Romero García,Espanya,València,4,3,1956,Home,2216,No,Grup B,Joan Romero García,True,1956-03-04,69,0.035,2293.56
34370425H,Oriol,Ferrer,Espanya,Madrid,2,4,1974,Home,1324,Si,Grup B,Oriol Ferrer,True,1974-04-02,51,0.035,1370.34
50261072D,Sophie,Taylor Smith,Regne Unit,Londres,26,12,2005,Dona,1663,No,Grup B,Sophie Taylor Smith,False,2005-12-26,20,0.035,1721.205
43414375Y,Joan,López,Espanya,València,28,3,1995,Home,2152,No,Grup B,Joan López,True,1995-03-28,30,0.035,2227.3199999999997
21977779F,Valentina,Torres Rojas,Colòmbia,Medellín,22,10,1957,Dona,1441,No,Grup B,Valentina Torres Rojas,False,1957-10-22,68,0.035,1491.435
20428037K,Anna,García,Espanya,València,22,11,1976,Dona,1551,Si,Grup B,Anna García,True,1976-11-22,49,0.035,1605.2849999999999
95842086Q,Anna,López López,Espanya,València,7,7,1988,Dona,1329,Si,Grup B,Anna López López,True,1988-07-07,37,0.035,1375.5149999999999
12935907W,Pau,Ferrer García,Espanya,Barcelona,21,6,1990,Home,1459,Si,Grup B,Pau Ferrer García,True,1990-06-21,35,0.035,1510.0649999999998
23385179B,Florencia,Fernández,Argentina,Còrdova,14,10,1979,Dona,1209,No,Grup B,Florencia Fernández,False,1979-10-14,46,0.035,1251.3149999999998
56402346W,Carlos,Ramírez,Mèxic,Guadalajara,21,3,1959,Home,1465,Si,Grup B,Carlos Ramírez,False,1959-03-21,66,0.035,1516.2749999999999
21159286B,Anna,García,Espanya,Barcelona,22,12,1999,Dona,1501,No,Grup B,Anna García,True,1999-12-22,26,0.035,1553.5349999999999
48597672J,Toni,Romero Romero,Espanya,Madrid,15,2,1984,Altres,1758,Si,Grup B,Toni Romero Romero,True,1984-02-15,41,0.035,1819.53
86656444H,Salma,Zahraoui,Marroc,Casablanca,18,4,1999,Dona,1172,No,Grup B,Salma Zahraoui,False,1999-04-18,26,0.035,1213.02
46192881X,Eva,Martínez López,Espanya,Barcelona,11,4,1958,Dona,1350,No,Grup B,Eva Martínez López,True,1958-04-11,67,0.035,1397.25
85620401P,Rui,Silva Silva,Portugal,Lisboa,6,5,1958,Home,1267,No,Grup B,Rui Silva Silva,False,1958-05-06,67,0.035,1311.3449999999998
13600054Y,Carla,Romero,Espanya,Madrid,18,3,1964,Dona,1678,Si,Grup B,Carla Romero,True,1964-03-18,61,0.035,1736.7299999999998
43630705N,Laia,Ferrer,Espanya,Barcelona,2,2,1953,Dona,1393,Si,Grup B,Laia Ferrer,True,1953-02-02,73,0.035,1441.7549999999999
88020602R,Toni,Romero,Espanya,Barcelona,23,8,2001,Home,2187,No,Grup B,Toni Romero,True,2001-08-23,24,0.035,2263.5449999999996
47075714S,Marta,López,Espanya,Madrid,13,3,1999,Dona,1186,No,Grup B,Marta López,True,1999-03-13,26,0.035,1227.51
22942395H,Carla,Ferrer Martínez,Espanya,València,3,5,1992,Dona,1714,No,Grup B,Carla Ferrer Martínez,True,1992-05-03,33,0.035,1773.9899999999998
44074013Q,Toni,Sánchez,Espanya,Madrid,13,3,1976,null,1717,Si,Grup B,Toni Sánchez,True,1976-03-13,49,0.035,1777.0949999999998
25161375F,Marta,Ferrer Ferrer,Espanya,Sevilla,1,6,1951,Dona,1216,No,Grup B,Marta Ferrer Ferrer,True,1951-06-01,74,0.035,1258.56
